30/07/2024,450
30/07/2024,280
31/07/2024,300
31/07/2024,500
31/07/2024,250
31/07/2024,400
31/07/2024,350
31/07/2024,200
31/07/2024,150
31/07/2024,450
31/07/2024,280
31/07/2024,180
01/08/2024,320
01/08/2024,400
01/08/2024,180
01/08/2024,350
01/08/2024,300
01/08/2024,250
01/08/2024,280
01/08/2024,420
01/08/2024,360
01/08/2024,200
02/08/2024,280
02/08/2024,350
02/08/2024,400
02/08/2024,200
02/08/2024,300
02/08/2024,250
02/08/2024,280
02/08/2024,320
02/08/2024,450
02/08/2024,280
03/08/2024,300
03/08/2024,500
03/08/2024,250
03/08/2024,400
03/08/2024,350
03/08/2024,200
03/08/2024,150
03/08/2024,450
03/08/2024,280
03/08/2024,180
04/08/2024,320
04/08/2024,400
04/08/2024,180
04/08/2024,350
04/08/2024,300
04/08/2024,250
04/08/2024,280
04/08/2024,420
04/08/2024,360
04/08/2024,200
05/08/2024,280
05/08/2024,350
05/08/2024,400
05/08/2024,200
05/08/2024,300
05/08/2024,250
05/08/2024,280
05/08/2024,320
05/08/2024,450
05/08/2024,280
06/08/2024,300
06/08/2024,500
06/08/2024,250
06/08/2024,400
06/08/2024,350
06/08/2024,200
06/08/2024,150
06/08/2024,450
06/08/2024,280
06/08/2024,180
07/08/2024,320
07/08/2024,400
07/08/2024,180
07/08/2024,350
07/08/2024,300
07/08/2024,250
07/08/2024,280
07/08/2024,420
07/08/2024,360
07/08/2024,200
08/08/2024,280
08/08/2024,350
08/08/2024,400
08/08/2024,200
08/08/2024,300
08/08/2024,250
08/08/2024,280
08/08/2024,320
08/08/2024,450
08/08/2024,280
09/08/2024,300
09/08/2024,500
09/08/2024,250
09/08/2024,400
09/08/2024,350
09/08/2024,200
09/08/2024,150
09/08/2024,450
09/08/2024,280
09/08/2024,180
10/08/2024,320
10/08/2024,400
10/08/2024,180
10/08/2024,350
10/08/2024,300
10/08/2024,250
10/08/2024,280
10/08/2024,420
10/08/2024,360
10/08/2024,200
11/08/2024,280
11/08/2024,350
11/08/2024,400
11/08/2024,200
11/08/2024,300
11/08/2024,250
11/08/2024,280
11/08/2024,320
11/08/2024,450
11/08/2024,280
12/08/2024,300
12/08/2024,500
12/08/2024,250
12/08/2024,400
12/08/2024,350
12/08/2024,200
12/08/2024,150
12/08/2024,450
12/08/2024,280
12/08/2024,180
13/08/2024,320
13/08/2024,400
13/08/2024,180
13/08/2024,350
13/08/2024,300
13/08/2024,250
13/08/2024,280
13/08/2024,420
13/08/2024,360
13/08/2024,200
14/08/2024,280
14/08/2024,350
14/08/2024,400
14/08/2024,200
14/08/2024,300
14/08/2024,250
14/08/2024,280
14/08/2024,320
14/08/2024,450
14/08/2024,280
15/08/2024,300
15/08/2024,500
15/08/2024,250
15/08/2024,400
15/08/2024,350
15/08/2024,200
15/08/2024,150
15/08/2024,450
15/08/2024,280
15/08/2024,180
16/08/2024,320
16/08/2024,400
16/08/2024,180
16/08/2024,350
16/08/2024,300
16/08/2024,250
16/08/2024,280
16/08/2024,420
16/08/2024,360
16/08/2024,200
17/08/2024,280
17/08/2024,350
17/08/2024,400
17/08/2024,200
17/08/2024,300
17/08/2024,250
17/08/2024,280
17/08/2024,320
17/08/2024,450
17/08/2024,280
18/08/2024,300
18/08/2024,500
18/08/2024,250
18/08/2024,400
18/08/2024,350
18/08/2024,200
18/08/2024,150
18/08/2024,450
18/08/2024,280
18/08/2024,180
19/08/2024,320
19/08/2024,400
19/08/2024,180
19/08/2024,350
19/08/2024,300
19/08/2024,250
19/08/2024,280
19/08/2024,420
19/08/2024,360
19/08/2024,200
